name,category,subtype,lat,lon,addr_city,addr_province,addr_street,osm_type,osm_id
Nhà văn hóa thôn Gốc Mít,community_centre,,21.67537,105.43783,,,,way,1270641589
Nhà văn hóa thôn Hoài Thượng,community_centre,,21.12643,106.02696,Thành phố Bắc Ninh,Bac Ninh,,way,1489095549
Nhà văn hóa thôn Hoài Thị,community_centre,,21.12886,106.0323,Bắc Ninh,Bac Ninh,,way,1540042039
Nhà văn hóa thôn Hoài Trung,community_centre,,21.13232,106.03027,Bắc Ninh,Bac Ninh,,way,1540042040
Nhà văn hóa thôn Hoàng Long,community_centre,,21.03236,105.96067,,,,way,1214031949
Nhà văn hóa thôn Hoàng Xá,community_centre,,20.96609,105.9611,,,,way,1223159245
Nhà văn hóa thôn Hàn Lạc,community_centre,,21.02997,105.97053,,,,way,1224796548
Nhà văn hóa thôn Hương Vinh,community_centre,,21.05804,106.17676,Bắc Ninh,Bac Ninh,,way,1489171292
Nhà văn hóa thôn Hồng Sơn,community_centre,,20.5182,105.87236,,,,node,5697945321
Nhà văn hóa thôn Hộ Vệ,community_centre,,21.12176,106.07932,Bắc Ninh,Bac Ninh,,way,1540042029
Nhà văn hóa thôn Hội,community_centre,,21.03199,105.94566,,Hà Nội,Ngõ 272 đường Cổ Bi,way,1124152131
Nhà văn hóa thôn Hội Triều,community_centre,,20.82353,105.6769,,,,way,763352541
Nhà văn hóa thôn Hữu Lê,community_centre,,20.9556,105.8029,,,,way,1155357394
Nhà văn hóa thôn Hữu Từ,community_centre,,20.95232,105.80481,,,,way,1155357391
Nhà văn hóa thôn Kim Ngưu,community_centre,,20.92379,105.95917,,,,way,1479833531
Nhà văn hóa thôn Kim Thao,community_centre,,20.98797,106.18805,Bắc Ninh,Bac Ninh,,way,1545295119
Nhà văn hóa thôn Kim Âu,community_centre,,21.02346,105.95884,,,,way,1224542087
Nhà văn hóa thôn Kim Đào,community_centre,,21.01069,106.19686,Bắc Ninh,Bac Ninh,Phố Vũ Cảnh,way,1489476924
Nhà văn hóa thôn Kiều,community_centre,,21.12011,106.03928,Bắc Ninh,Bac Ninh,,way,1539935205
Nhà văn hóa thôn Kiều Na,community_centre,,21.11904,106.04685,Bắc Ninh,Bac Ninh,,way,1539940403
Nhà văn hóa thôn La Miệt,community_centre,,21.11579,106.12961,Bắc Ninh,Bac Ninh,,way,1430301766
Nhà văn hóa thôn Lai Ốc,community_centre,,20.94403,105.95284,,,,node,13310357659
Nhà văn hóa thôn Liên Ấp,community_centre,,21.09683,106.05665,Bắc Ninh,Bac Ninh,,way,1435568819
Nhà văn hóa thôn Long Khám,community_centre,,21.11402,106.02824,Bắc Ninh,Bac Ninh,,way,1539958035
Nhà văn hóa thôn Long Văn,community_centre,,21.1077,106.02997,Bắc Ninh,Bac Ninh,,way,1514663614
Nhà văn hóa thôn Làng Yên,community_centre,,18.90431,104.99211,,,,node,5863085287
Nhà văn hóa thôn Lâm Thượng,community_centre,,14.95022,108.9092,,,,way,1102749971
Nhà văn hóa thôn Lê Xá,community_centre,,20.98783,105.93602,,,Ngõ 339 đường Đa Tốn,way,1241284768
Nhà văn hóa thôn Lĩnh Mai,community_centre,,21.01417,106.16758,Bắc Ninh,Bac Ninh,,way,1545290811
Nhà văn hóa thôn Lương,community_centre,,20.92959,106.00724,,,,node,13200056910
Nhà văn hóa thôn Lạc Trung,community_centre,,21.23992,105.99524,Bắc Ninh,Bac Ninh,,way,1489086987
Nhà văn hóa thôn Lẹm,community_centre,,21.66269,105.45374,,,,way,1270635219
Nhà văn hóa thôn Lở,community_centre,,21.03414,105.95344,,,,way,1147083167
Nhà văn hóa thôn Ngang Nguyễn,community_centre,,21.12386,106.04201,Bắc Ninh,Bac Ninh,,way,1539940397
Nhà văn hóa thôn Nguyệt Cầu,community_centre,,21.22654,105.94587,Bắc Ninh,Bac Ninh,,way,1489087030
Nhà văn hóa thôn Ngọc Bộ,community_centre,,20.93054,105.95915,,,,node,13282510263
Nhà văn hóa thôn Ngọc Tỉnh,community_centre,,21.07608,106.13759,Bắc Ninh,Bac Ninh,,way,1540737226
Nhà văn hóa thôn Ngọc Động,community_centre,,20.98104,105.94303,,,,way,1246953688
Nhà văn hóa thôn Nhân Vực,community_centre,,20.93694,105.95334,,,,node,13266291242
Nhà văn hóa thôn Như Nguyệt,community_centre,,21.23135,105.94398,Như Nguyệt,Bac Ninh,,way,1540390071
Nhà văn hóa thôn Như Phượng Thượng,community_centre,,20.94247,105.95911,,Hưng Yên,LOng Hưng,node,2701030465
Nhà văn hóa thôn Nội,community_centre,,21.07525,105.68561,,,,node,12769671938
Nhà văn hóa thôn Nội Phú,community_centre,,21.05454,106.17447,Bắc Ninh,Bac Ninh,Đường Ngô Gia Tự,way,1489160301
Nhà văn hóa thôn Nội Viên,community_centre,,21.11674,106.06154,Bắc Ninh,Bac Ninh,,way,1480675466
Nhà văn hóa thôn Phù Xá,community_centre,,21.17565,105.93022,Bắc Ninh,Bac Ninh,,way,1482914849
Nhà văn hóa thôn Phú Cầm,community_centre,,21.25516,106.01161,Bắc Ninh,Bac Ninh,,way,1551903911
Nhà văn hóa thôn Phú Thọ,community_centre,,21.02287,106.16968,Bắc Ninh,Bac Ninh,,way,1545290813
Nhà văn hóa thôn Phú Đức,community_centre,,21.17461,105.95783,Bắc Ninh,Bac Ninh,,way,1477812255
Nhà văn hóa thôn Phúc Lai,community_centre,,21.07325,106.18774,Bắc Ninh,Bac Ninh,,way,1540737171
Nhà văn hóa thôn Phương Triện,community_centre,,21.08264,106.22297,Thành phố Bắc Ninh,Bac Ninh,,way,1548065919
Nhà văn hóa thôn Phước Lộc,community_centre,,11.77696,106.92433,,,,way,1503898238
Nhà văn hóa thôn Phước Thịnh,community_centre,,11.75266,106.9332,,,,way,1503898272
Nhà văn hóa thôn Phấn Động,community_centre,,21.22914,106.03158,Bắc Ninh,Bac Ninh,,way,1475272689
Nhà văn hóa thôn Rền,community_centre,,21.07728,106.03153,Bắc Ninh,Bac Ninh,,way,1454176506
Nhà văn hóa thôn Sở Đông,community_centre,,20.93223,105.95048,,,,node,13286931344
Nhà văn hóa thôn Thanh Lâm,community_centre,,21.05314,106.27976,Bắc Ninh,Bac Ninh,,way,1524577991
Nhà văn hóa thôn Thiểm Xuyên,community_centre,,21.21918,106.01719,Bắc Ninh,Bac Ninh,,way,1475182473
Nhà văn hóa thôn Thuận Tiến,community_centre,,21.00063,105.97019,,,,way,1189163522
Nhà văn hóa thôn Thuận Tốn,community_centre,,20.98879,105.9279,,,,way,1311970757
Nhà văn hóa thôn Thuỷ Trú,community_centre,,20.6969,105.949,,,,way,1360095271
Nhà văn hóa thôn Thượng,community_centre,,21.08538,106.03108,Bắc Ninh,Bac Ninh,,way,1420972051
Nhà văn hóa thôn Thị Thôn,community_centre,,21.09827,106.11217,Bắc Ninh,Bac Ninh,,way,1541005340
Nhà văn hóa thôn Thịnh Lai,community_centre,,21.12573,106.27903,,,,node,13527815812
Nhà văn hóa thôn Thọ Khê,community_centre,,21.16597,105.95386,Bắc Ninh,Bac Ninh,,way,1477812278
Nhà văn hóa thôn Thọ Vuông,community_centre,,21.16879,105.9522,Bắc Ninh,Bac Ninh,,way,1477812281
Nhà văn hóa thôn Thủ Pháp,community_centre,,20.94078,105.99386,,,,node,13095941718
Nhà văn hóa thôn Tri Chỉ,community_centre,,20.78442,105.82885,,,,node,10796252678
Nhà văn hóa thôn Triều Dương,community_centre,,10.50719,108.95034,,,,way,1015158477
Nhà văn hóa thôn Trung Lạc,community_centre,,21.22078,106.0061,,,,way,1475182471
Nhà văn hóa thôn Trung Lập,community_centre,,20.77197,105.83018,,,,node,10996605299
Nhà văn hóa thôn Trình Khê,community_centre,,21.01222,106.20973,Bắc Ninh,Bac Ninh,,way,1544840260
Nhà văn hóa thôn Trạc Nhiệt,community_centre,,21.11694,106.14663,Bắc Ninh,Bac Ninh,,way,1430301751
Nhà văn hóa thôn Tân Hương,community_centre,,21.09842,106.23173,Bắc Ninh,Bac Ninh,,way,1532199972
Nhà văn hóa thôn Tân Lập,community_centre,,21.7765,105.47669,,,,node,11089284874
"Nhà văn hóa thôn Tân Quang, xã Tân Thanh",community_centre,,21.62099,105.42018,,,,way,1448367514
Nhà văn hóa thôn Tân Tiến,community_centre,,21.61561,105.40943,,,,node,13308762149
Nhà văn hóa thôn Tân Định,community_centre,,17.37417,106.72151,,,,node,10222989986
Nhà văn hóa thôn Tô Khê,community_centre,,21.03021,105.96729,,,,way,1223814218
Nhà văn hóa thôn Tư Chi,community_centre,,21.09563,106.08299,Bắc Ninh,Bac Ninh,,way,1446292757
Nhà văn hóa thôn Vàng,community_centre,,21.03264,105.93816,,Hà Nội,Ngõ 113 đường Cổ Bi,way,861103427
Nhà văn hóa thôn Văn Phú,community_centre,,20.8486,105.63005,,,,node,7187541619
Nhà văn hóa thôn Văn Điển,community_centre,,20.94849,105.84802,,,,way,1157172132
Nhà văn hóa thôn Vĩnh Lộc,community_centre,,20.92216,105.96656,,,,way,1444628969
Nhà văn hóa thôn Vực,community_centre,,21.04357,105.72084,,,Đường Đan Khê,way,1457390581
Nhà văn hóa thôn Xuân Canh,community_centre,,21.08064,105.84829,,,,way,1478526806
Nhà văn hóa thôn Xuân Cầu,community_centre,,20.95672,105.99028,,,,node,13436982185
Nhà văn hóa thôn Xuân Hải,community_centre,,17.363,106.73396,,,,way,1114773657
Nhà văn hóa thôn Xuân Hội,community_centre,,21.11814,106.09084,Bắc Ninh,Bac Ninh,,way,1540042027
Nhà văn hóa thôn Xuân Lai,community_centre,,21.07366,106.19725,Bắc Ninh,Bac Ninh,,way,1540737175
Nhà văn hóa thôn Xuân Thụy,community_centre,,20.97662,105.94659,,,,way,1425907445
Nhà văn hóa thôn Yên Lãng,community_centre,,21.20894,105.99562,Bắc Ninh,Bac Ninh,,way,1453112338
Nhà văn hóa thôn Yên lũng,community_centre,,21.00751,105.71214,,,"Đường Nam Yên Lũng, xã An Khánh, huyện Hoài Đức, thành phố Hà Nội",node,12564194858
Nhà văn hóa thôn trung tâm,community_centre,,21.67138,105.42888,,,,way,1268769457
Nhà văn hóa thôn Ân Phú,community_centre,,21.16823,105.97873,Bắc Ninh,Bac Ninh,,way,1476211976
Nhà văn hóa thôn Ích Phú,community_centre,,21.08266,106.18003,Thành phố Bắc Ninh,Bac Ninh,,way,1548055910
Nhà văn hóa thôn Ô Cách,community_centre,,21.2061,105.9749,Bắc Ninh,Bac Ninh,,way,1449590607
Nhà văn hóa thôn Đa Ngưu,community_centre,,20.91805,105.95884,,,,way,1480991325
Nhà văn hóa thôn Đoài,community_centre,,21.10418,106.00221,Thành phố Bắc Ninh,Bac Ninh,,way,1462201894
Nhà văn hóa thôn Đoài,community_centre,,21.23274,105.93308,Bắc Ninh,Bac Ninh,,way,1540390066
Nhà văn hóa thôn Đoàn Kết,community_centre,,21.15701,106.25331,,,,node,12882572473
Nhà văn hóa thôn Đông,community_centre,,21.22607,105.93796,Bắc Ninh,Bac Ninh,,way,1435843146
Nhà văn hóa thôn Đông,community_centre,,21.1022,106.0067,Bắc Ninh,Bac Ninh,,way,1462854561
Nhà văn hóa thôn Đông Bình,community_centre,,21.05455,106.1864,Bắc Ninh,Bac Ninh,,way,1489171294
Nhà văn hóa thôn Đông Mai,community_centre,,21.17519,105.9694,Bắc Ninh,Bac Ninh,,way,1477812253
Nhà văn hóa thôn Đông Phù,community_centre,,21.1703,106.001,Bắc Ninh,Bac Ninh,,way,1481077749
Nhà văn hóa thôn Đông Sơn,community_centre,,21.10768,106.04569,Bắc Ninh,Bac Ninh,,way,1454689963
Nhà văn hóa thôn Đông Thái,community_centre,,21.22024,105.97357,Bắc Ninh,Bac Ninh,,way,1540390049
Nhà văn hóa thôn Đông Thôn,community_centre,,21.21577,105.97461,Bắc Ninh,Bac Ninh,,way,1540390053
Nhà văn hóa thôn Đông Xuyên,community_centre,,21.22146,105.96773,Bắc Ninh,Bac Ninh,,way,1540390051
Nhà văn hóa thôn Đông Xuất,community_centre,,21.16921,105.94582,Bắc Ninh,Bac Ninh,,way,1477812294
Nhà văn hóa thôn Đường,community_centre,,20.78322,105.91859,,,,way,1222872998
Nhà văn hóa thôn Đại Bái,community_centre,,21.0381,106.14831,Bắc Ninh,Bac Ninh,,way,1545290829
Nhà văn hóa thôn Đại Lâm,community_centre,,21.21172,106.03302,Bắc Ninh,Bac Ninh,,way,1475272713
Nhà văn hóa thôn Đại Sơn,community_centre,,21.10722,105.99753,Bắc Ninh,,,way,1462201897
Nhà văn hóa thôn Đại Thượng,community_centre,,21.08663,105.98759,Bắc Ninh,Bac Ninh,,way,1537065074
Nhà văn hóa thôn Đại Tảo,community_centre,,21.11181,106.02109,Bắc Ninh,Bac Ninh,,way,1431670348
Nhà văn hóa thôn Đại Vi,community_centre,,21.08659,105.99927,Bắc Ninh,Bac Ninh,,way,1537065077
Nhà văn hóa thôn Đạm Trai,community_centre,,21.00149,106.26529,Bắc Ninh,Bac Ninh,,way,1535151065
Nhà văn hóa thôn Đản Dị,community_centre,,21.14191,105.85433,,,,way,1185901861
Nhà văn hóa thôn Đặng,community_centre,,21.03116,105.95293,,,Ngõ 405 đường Ỷ Lan,way,1142005105
Nhà văn hóa thôn Đồng Sài,community_centre,,21.14889,106.22972,,,,node,12842182810
Nhà văn hóa thôn Đồng Trì,community_centre,,20.94063,105.86287,,,,way,1157172144
Nhà văn hóa thôn Đỗ Xá,community_centre,,21.1065,105.92227,,,,way,661138432
Nhà văn hóa thôn Đức Lân,community_centre,,21.19229,105.92729,Bắc Ninh,Bac Ninh,,way,1477395653
Nhà văn hóa thể thao Tổ dân phố Dương Lôi,community_centre,,21.11401,105.97386,Bắc Ninh,Bac Ninh,Phố Dương Lôi,way,1455495080
Nhà văn hóa thể thao và sinh hoạt cộng đồng phường Vĩnh Hưng,community_centre,,20.99491,105.87488,,,,way,1512139599
Nhà văn hóa thị trấn Lương Bằng,community_centre,,20.73772,106.06091,,,,way,985095313
Nhà văn hóa thị xã Phú Thọ,community_centre,,21.40194,105.21469,,,,way,1054316663
Nhà văn hóa tiểu khu Giấy,community_centre,,20.7833,105.91686,,,,way,1034772150
Nhà văn hóa tiểu khu Phú Gia,community_centre,,20.77821,105.91438,,,,way,1034792373
Nhà văn hóa trung tâm xã Vân Canh,community_centre,,21.03615,105.72947,,,,way,1097438439
Nhà văn hóa trung tâm xã Đại Yên,community_centre,,20.90156,105.69849,,,,way,1079204737
Nhà văn hóa tỉnh Bắc Kạn,community_centre,,22.15102,105.83069,,,,way,1088700418
Nhà văn hóa tỉnh Hà Nam,community_centre,,20.5463,105.91228,,,,way,1019379148
Nhà văn hóa tổ 11 phường Đồng Mai,community_centre,,20.92449,105.73888,Hà Nội,,,way,966204369
Nhà văn hóa tổ 7,community_centre,,21.62546,105.83893,,,,way,888768431
Nhà văn hóa tổ 9 phường Long Biên,community_centre,,21.03115,105.88614,,,,node,9237323779
Nhà văn hóa tổ dân phố Bắc,community_centre,,20.22562,106.18614,,,,way,1250662280
Nhà văn hóa tổ dân phố Nam Sơn,community_centre,,20.21315,106.19255,,,,way,1250662294
Nhà văn hóa tổ dân phố Nam Thọ,community_centre,,20.22095,106.19265,,,,way,1250662296
Nhà văn hóa tổ dân phố Phúc Tiến,community_centre,,20.9301,105.71359,,,,node,12686435122
Nhà văn hóa tổ dân phố Tân Thành,community_centre,,20.22926,106.18991,,,,way,1250662284
Nhà văn hóa tổ dân phố Viên 1,community_centre,,21.06684,105.78205,,,,node,12508512455
Nhà văn hóa tổ dân phố Văn Trì 4,community_centre,,21.05563,105.74104,,,Ngõ 136 Đường Cầu Diễn,node,12508554078
Nhà văn hóa tổ dân phố số 1,community_centre,,20.2225,106.18236,,,,way,1250241018
Nhà văn hóa tổ dân phố số 2-3-4,community_centre,,21.1377,105.84784,,,,way,1185901823
Nhà văn hóa tổ dân phố số 3,community_centre,,20.20952,106.18145,,,,way,1250662246
Nhà văn hóa tổ dân phố số 5,community_centre,,21.14126,105.84371,,,,way,1185911647
Nhà văn hóa tổ dân phố số 6,community_centre,,21.14842,105.85015,,,,way,1185911650
Nhà văn hóa tổ dân phố Đoài,community_centre,,20.21974,106.18612,,,,way,1250662264
Nhà văn hóa tổ dân phố Đông,community_centre,,20.22037,106.19093,,,,way,1250662295
Nhà văn hóa tổ dân phố Đại Cát 3,community_centre,,21.0852,105.74536,,Thành phố Hà Nội,Ngõ 145 Đường Liên Mạc,node,12492022116
Nhà văn hóa và trụ sở áp Hưng Thành Đông,community_centre,,10.32753,105.65488,,,,node,13329816101
Nhà văn hóa và trụ sở âp Hưng Thạnh Đông,community_centre,,10.32244,105.66333,,,,node,13329815501
Nhà văn hóa và trụ sở ấp Hưng Lợi Đông,community_centre,,10.31883,105.67527,,,,node,13329815701
Nhà văn hóa và trụ sở ấp Hưng Thành Tây B,community_centre,,10.33597,105.66711,,,,node,13329820401
Nhà văn hóa xã Dliê Ya,community_centre,,13.0339,108.32478,,,,way,1546546714
Nhà văn hóa xã Gia Lâm,community_centre,,21.01445,105.946,,,Phố Đoàn Quang Dung,way,1119231788
Nhà văn hóa xã Hoà Bình,community_centre,,10.6268,107.37129,,,,way,748909555
Nhà văn hóa xã Hoà Hội,community_centre,,10.59891,107.4374,,,,way,749118723
Nhà văn hóa xã Linh Sơn 2,community_centre,,21.48631,105.78918,,,,node,9028029207
Nhà văn hóa xã Thanh Hải,community_centre,,20.88819,106.40222,,,,way,628801965
Nhà văn hóa xã Đan Phượng,community_centre,,11.70954,108.18222,,,,node,14093625208
Nhà văn hóa xã Đạ Oai,community_centre,,11.44948,107.48776,Đạ Huoai,Lâm Đồng,,node,11540531696
Nhà văn hóa xóm 23,community_centre,,20.30346,106.39116,,,,node,8246968248
Nhà văn hóa xóm Làng Lậm,community_centre,,21.65196,105.84435,,,,way,1249449903
Nhà văn hóa xóm Phúc Thành,community_centre,,21.65535,105.84801,,,,way,1249449712
Nhà văn hóa Đê Ca,community_centre,,21.07925,105.9243,,,,way,659860830
Nhà văn hóa Đại Kim,community_centre,,20.9769,105.82215,,,,way,1482908223
Nhà văn hóa Đại Tài,community_centre,,20.96618,105.98096,,,,node,13161516088
Nhà văn hóa Đại Từ,community_centre,,20.97108,105.83492,,,,way,1482440118
Nhà văn hóa Đồng Tỉnh,community_centre,,20.94936,105.9951,,,,node,13162029176
Nhà văn hóa đội 10,community_centre,,20.93955,106.00036,,,,node,13084284747
Nhà văn hóa đội 6 thôn Vĩnh An,community_centre,,20.94225,105.9965,,,,node,13710452830
Nhà văn hóa Ấp 1,community_centre,,11.0295,106.91285,,,,way,1064808738
Nhà văn hóa Ấp 2,community_centre,,11.03329,106.91359,,,,way,1065081398
Nhà văn hóa Ấp 2,community_centre,,11.01314,106.82957,,,,way,1065564926
Nhà văn hóa Ấp 3,community_centre,,11.0066,106.8409,,,,way,1065564925
Nhà văn hóa Ấp 3,community_centre,,11.00888,106.82338,,,,way,1065564929
Nhà văn hóa Ấp 4,community_centre,,11.00416,106.82163,,,,way,1065564931
Nhà văn hóa Ấp 5,community_centre,,11.01797,106.8299,,,,way,1065564934
Nhà văn hóa Ấp 6,community_centre,,11.02781,106.83131,,,,way,1065564939
Nhà văn hóa Ấp 6,community_centre,,10.79458,107.00983,,,,way,1348456650
Nhà văn hóa Ấp 7,community_centre,,11.02606,106.83772,,,,way,1065564942
Nhà văn hóa Ấp An Phong,community_centre,,10.32234,105.53726,,,,way,1493816349
Nhà văn hóa Ấp An Phong,community_centre,,10.32223,105.53731,,,,way,1497022980
Nhà văn hóa Ấp Bình Lục,community_centre,,11.01344,106.79185,,,,way,1065564916
Nhà văn hóa Ấp Bình Ý,community_centre,,10.99629,106.8148,,Tỉnh Đồng Nai,,way,1108831625
Nhà văn hóa Ấp Bến Nôm 1,community_centre,,11.09078,107.18537,,,,way,1075330233
Nhà văn hóa Ấp Cây Xoài,community_centre,,11.02476,106.96226,,,,way,1413279518
Nhà văn hóa Ấp Phú Tân,community_centre,,11.08593,107.18114,,,,way,1075301653
Nhà văn hóa Ấp Thống Nhất,community_centre,,11.08693,107.18726,,,,way,1075301656
Nhà văn hóa Ấp Thới Sơn,community_centre,,10.99891,106.78411,,,,way,1065102825
Nhà văn hóa Ấp Tân Hiệp,community_centre,,11.91466,106.70522,,,,way,1498751832
Nhà văn hóa Ấp Vàm,community_centre,,11.02298,106.90138,,,,way,1065564945
Nhà văn hóa ấp Hoà Hữu,community_centre,,9.9626,106.30989,,,,way,1149333999
Nhà văn hóa ấp Trường Thọ A,community_centre,,9.9789,105.63981,,,,way,1466009364
Núi Tô,community_centre,,10.40309,105.00405,,,,node,4416246800
Nước mắm Bà Hai,community_centre,,10.94044,108.13712,,,Nguyễn Thông,node,4765967125
Panhou,community_centre,,22.59832,104.73509,,,,node,5294733027
Pass,community_centre,,22.73322,106.3373,,,,node,5294733038
Phu Long,community_centre,,20.80469,106.92828,,,,node,5294753325
Phu Nham CPC,community_centre,,21.59824,104.53399,,,,node,4747829521
Phòng họp Tổ dân phố số 27,community_centre,,21.03047,105.91988,,,,node,8025708496
Phú Xá,community_centre,,21.55529,105.85449,,,,node,7884264070
Quan thánh đế,community_centre,,10.36102,106.67456,,,,node,4681971491
Quang Ba community center,community_centre,,21.06847,105.82377,,,Đường Tô Ngọc Vân,way,524889036
Quận Tây Hồ UBND Phường Nhật Tân - Nhà Văn Hóa Phường Nhật Tân,community_centre,,21.07802,105.81785,,,Phố Trịnh Công Sơn,node,6610502444
Sunwah,community_centre,,21.03736,105.78229,,,,way,826421975
Sân Văn hóa Cầu Gỗ,community_centre,,21.18236,106.06229,Thành phố Bắc Ninh,Bac Ninh,Đường Thiên Đức,way,1063218195
Sân khấu Làng Chài,community_centre,,10.93944,108.16348,,,Nguyễn Thông,node,4763296721
Sân thể thao Ấp Bình Lục,community_centre,,11.01469,106.79306,,,,way,1065564919
Sở Văn hóa và Thể thao Thừa Thiên Huế,community_centre,,16.46212,107.59084,,,Lý Thường Kiệt,node,4435788893
TT BDCT Vĩnh Thạnh,community_centre,,10.22284,105.39802,,,,node,4952173121
TT Giáo dục thường xuyên Định Quán,community_centre,,11.20303,107.35384,,,,node,4643939190
TT VHTT & HTCĐ xã Long Sơn,community_centre,,10.45504,107.09726,,,,way,743798593
TTVH - HTCĐ phường Phước Hưng,community_centre,,10.50677,107.17613,,,,way,742120534
TTVH HTCĐ,community_centre,,10.73072,106.9911,,,,node,7099261005
TTVH HTCĐ phường 8,community_centre,,10.3543,107.08446,,,,node,5604518624
TTVH tỉnh Bình Phước,community_centre,,11.53367,106.88588,,,,way,308426765
TTVH-HTCĐ phường 5,community_centre,,10.38192,107.06641,,,,way,901408250
TTVH-HTCĐ phường 7,community_centre,,10.36994,107.07832,,,,way,786450860
TTVH-HTCĐ phường Phước Hiệp,community_centre,,10.49766,107.16819,,,,way,786548150
TTVH-HTCĐ phường Phước Trung,community_centre,,10.49024,107.1756,,,,way,604579699
TTVH-HTCĐ thị trấn Long Hải,community_centre,,10.39628,107.22882,,,,way,691444093
TTVH-HTCĐ xã Tóc Tiên,community_centre,,10.59781,107.1251,,,Đường Hắc Dịch-Tóc Tiên-Châu Pha,way,271395190
Thach Ban Residential Group 7 Community Center,community_centre,,21.02092,105.9092,,,,way,1181726343
Thach Ban Residential Group 8 Community Center,community_centre,,21.01481,105.90719,,,,way,1181726342
Thach Ban Residential Group 9 Community Center,community_centre,,21.01779,105.90938,,,,way,1181726344
Thôn Kíp Ling (9),community_centre,,14.88976,108.32988,,,,node,5798189653
Thôn Măng Bút,community_centre,,14.83924,108.1927,,,,node,5772768154
Thôn Măng Cành,community_centre,,14.69139,108.29885,,,,node,5774851153
Thôn Tu Rét,community_centre,,15.02049,108.2418,,,,node,5792310682
Thôn Tu Thôn (10),community_centre,,15.01465,108.23318,,,,node,5792322455
Thôn Vi Rô Ngheo,community_centre,,14.78152,108.17314,,,,node,5786899455
Thôn Viring,community_centre,,14.70328,108.24456,,,,node,5769302353
Thôn Điek Tà Âu,community_centre,,14.86159,108.33164,,,,node,5798204654
Thôn Điek Tà Âu,community_centre,,14.87335,108.32915,,,,node,5798207653
Thôn Đắk Bép,community_centre,,14.8845,108.32832,,,,node,5798162355
Thôn Đắk Chun,community_centre,,14.9149,108.15487,,,,node,5773615556
Thôn Đắk Chun,community_centre,,14.90864,108.15605,,,,node,5773636453
Thôn Đắk Chờ,community_centre,,14.85883,108.24873,,,,node,5777963854
Thôn Đắk Giắc,community_centre,,14.91837,108.15792,,,,node,5773615554
Thôn Đắk Lanh,community_centre,,14.92727,108.14476,,,,node,5773615555
Thôn Đắk Lúp,community_centre,,14.98732,108.26262,,,,node,5792311073
Titops,community_centre,,21.06759,105.85765,Hanoi,,"Ngoc Thuy, Long Bien",node,7771875985
Tr\ụ sở Ấp Hoàng Quân,community_centre,,10.78449,107.22223,,,,way,727012690
Trung Tâm Bảo Trợ Người Tâm Thần Bến Tre,community_centre,,10.26353,106.38789,Bến Tre,Bến Tre,,node,10784769320
Trung Tâm Hoạt Động Thanh Thiếu Nhi Lai Châu,community_centre,,22.38866,103.46745,,,,way,705986954
Trung Tâm Hoạt Động Thanh Thiếu Niên,community_centre,,10.24873,105.96145,,,,way,1231384327
Trung Tâm Hôi Nghi,community_centre,,10.74813,106.62583,,,Đường Kinh Dương Vương,way,715813315
Trung Tâm Nhân Đạo Quê Hương - Huyện Dĩ An,community_centre,,10.91805,106.74827,,,,node,4305778289
Trung Tâm Sinh hoat Thanh niên,community_centre,,9.93585,106.33758,,,,way,288582900
Trung Tâm Từ Thiện và Hướng nghiệp Phật Tích,community_centre,,21.09415,106.03659,Bắc Ninh,Bac Ninh,,way,1433752984
Trung Tâm Văn Hóa - Thể Dục Thể Thao Huyện Thạch Thành,community_centre,,20.12826,105.66608,,,,node,11052249149
Trung Tâm Văn Hóa Quận 1,community_centre,,10.78414,106.70091,,,,node,9585983485
Trung Tâm Văn Hóa Quận 7,community_centre,,10.71157,106.73767,,,,way,149904638
Trung Tâm Văn Hóa Thể Thao Huyện Cần Đước,community_centre,,10.50071,106.60342,,Long An,Trần Hưng Đạo,node,11112363726
Trung Tâm Văn Hóa Thể Thao Vạn Ninh,community_centre,,12.69206,109.22363,,,,node,14038476052
Trung Tâm Văn hóa - HTCĐ xã Châu Pha,community_centre,,10.5729,107.1587,,,,way,744585766
Trung Tâm Văn hóa Luy Lâu,community_centre,,21.04848,106.09153,Thành phố Bắc Ninh,Bac Ninh,Đường Hai Bà Trưng,way,1436206127
Trung Văn hóa - HTCĐ phường Phước Hoà,community_centre,,10.54218,107.07163,,,,way,746366732
Trung tâm Chính trị Huyện Phú Xuyên,community_centre,,20.7249,105.9209,,,,node,11429031461
Trung tâm Cung ứng Dịch vụ Văn hóa - Thể thao phường An Đông,community_centre,,10.7517,106.66834,,,,way,1543155943
Trung tâm Cung ứng dịch vụ công phường Hòa Cường,community_centre,,16.03714,108.21288,,,Đường Tân An 3,way,1521977088
Trung tâm Công tác xã hội Vĩnh Long,community_centre,,10.24712,106.00099,,,,way,1380174212
Trung tâm Cộng đồng Xã Lai Vung,community_centre,,10.2503,105.60291,,,,way,1429682260
Trung tâm Cộng đồng Định Yên,community_centre,,10.30659,105.53884,,,,way,1429664846
Trung tâm Dịch vụ tổng hợp phường Thanh Liệt,community_centre,,20.95746,105.81304,,,Ngõ 250 Đường Phan Trọng Tuệ,way,1427503847
Trung tâm Giao lưu văn hóa phố cổ Hà Nội,community_centre,,21.03618,105.85284,Hà Nội,Thành phố Hà Nội,Đào Duy Từ,node,4548834591
